"Cannot load %s from host ""%s""","Cannot load %s from host ""%s"""
"Piwik (integer_net)","Piwik (integer_net)"
"Settings","Settings"
"Is Active","Is Active"
"Side ID","Side ID"
"Piwik Host","Piwik Host"
"Piwik Secure Host","Piwik Secure Host"
"Head Include Piwik JavaScript","Head Include Piwik JavaScript"
